"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2006-12-3","7,353.58","7,269.06","7,814.21","7,269.06","","1.15%"
"2006-11-26","7,269.79","6,938.90","7,339.42","6,737.04","","4.25%"
"2006-11-19","6,973.09","6,692.25","7,092.46","6,692.25","","4.70%"
"2006-11-12","6,659.97","6,262.37","6,670.59","6,129.88","","5.96%"
"2006-11-5","6,285.28","5,965.97","6,433.83","5,950.16","","4.52%"
"2006-10-29","6,013.69","5,793.69","6,056.78","5,760.31","","3.59%"
"2006-10-22","5,805.13","5,667.18","5,893.80","5,563.34","","2.39%"
"2006-10-15","5,669.86","5,628.34","5,703.91","5,502.79","","0.75%"
"2006-10-8","5,627.66","5,588.96","5,686.25","5,569.60","","3.54%"
"2006-9-24","5,435.07","5,404.79","5,443.58","5,299.94","","0.40%"
"2006-9-17","5,413.43","5,414.95","5,511.25","5,362.11","","0.51%"
"2006-9-10","5,385.91","5,126.58","5,387.03","5,107.86","","5.04%"
"2006-9-3","5,127.41","5,058.58","5,164.37","5,058.58","","1.29%"
"2006-8-27","5,061.97","5,108.51","5,173.04","5,056.91","","1.08%"
"2006-8-20","5,007.85","4,809.86","5,033.10","4,790.81","","2.03%"
"2006-8-13","4,908.32","4,897.87","4,966.27","4,808.88","","0.16%"
"2006-8-6","4,900.32","4,785.40","4,915.28","4,751.48","","1.79%"
"2006-7-30","4,814.28","5,061.98","5,061.98","4,805.70","","-5.04%"
"2006-7-23","5,070.04","5,076.86","5,203.14","5,032.45","","-1.26%"
"2006-7-16","5,134.86","5,165.74","5,216.49","5,039.97","","-0.84%"
"2006-7-9","5,178.20","5,326.25","5,369.21","5,077.27","","-2.77%"
"2006-7-2","5,325.72","5,376.10","5,495.98","5,272.61","","-0.56%"
"2006-6-25","5,355.48","5,145.37","5,421.70","5,145.37","","4.22%"
"2006-6-18","5,138.45","5,038.67","5,171.55","4,995.14","","1.01%"
"2006-6-11","5,086.84","4,965.17","5,086.84","4,898.90","","1.42%"
"2006-6-4","5,015.63","5,275.41","5,366.56","4,987.81","","-5.19%"
"2006-5-28","5,290.29","5,257.90","5,394.58","5,217.79","","1.22%"
"2006-5-21","5,226.44","5,363.39","5,399.36","5,070.02","","-2.79%"
"2006-5-14","5,376.43","5,259.40","5,508.07","5,148.02","","3.08%"
"2006-5-7","5,215.68","4,817.22","5,215.68","4,817.22","","10.83%"
"2006-4-23","4,705.93","4,736.23","4,754.03","4,590.75","","-0.15%"
"2006-4-16","4,713.05","4,597.71","4,730.54","4,559.38","","6.03%"
"2006-4-9","4,444.88","4,464.54","4,543.85","4,442.92","","-0.44%"
"2006-4-2","4,464.61","4,384.77","4,534.40","4,384.77","","1.99%"
"2006-3-26","4,377.56","4,316.92","4,455.13","4,290.03","","1.43%"
"2006-3-19","4,316.03","4,268.92","4,367.86","4,247.65","","1.15%"
"2006-3-12","4,267.11","4,217.71","4,293.18","4,217.71","","1.21%"
"2006-3-5","4,216.08","4,335.29","4,354.14","4,180.53","","-2.79%"
"2006-2-26","4,337.23","4,423.48","4,428.99","4,290.73","","-1.17%"
"2006-2-19","4,388.49","4,256.65","4,388.91","4,243.01","","3.25%"
"2006-2-12","4,250.45","4,235.66","4,301.36","4,190.93","","0.56%"
"2006-2-5","4,226.88","4,193.43","4,285.85","4,173.93","","2.65%"
"2006-1-22","4,117.83","4,103.47","4,143.94","4,081.56","","0.39%"
"2006-1-15","4,101.85","4,059.57","4,121.14","3,979.45","","0.96%"
"2006-1-8","4,062.94","4,119.59","4,139.99","4,048.73","","-1.39%"
"2006-1-1","4,120.24","3,934.07","4,151.38","3,934.07","","5.51%"
"2005-12-25","3,904.89","3,869.60","3,957.95","3,858.52","","0.96%"
"2005-12-18","3,867.84","3,815.75","3,869.17","3,799.39","","1.32%"
"2005-12-11","3,817.29","3,772.50","3,829.45","3,741.43","","1.13%"
"2005-12-4","3,774.62","3,674.30","3,781.13","3,634.10","","2.73%"
"2005-11-27","3,674.20","3,713.29","3,737.92","3,646.73","","-1.26%"
"2005-11-20","3,721.17","3,698.09","3,722.26","3,630.90","","0.51%"
"2005-11-13","3,702.46","3,627.10","3,729.08","3,570.96","","2.00%"
"2005-11-6","3,629.77","3,676.44","3,696.36","3,603.25","","-1.36%"
"2005-10-30","3,679.69","3,618.48","3,711.86","3,617.27","","1.64%"
"2005-10-23","3,620.18","3,747.09","3,747.09","3,585.10","","-3.52%"
"2005-10-16","3,752.35","3,755.29","3,769.55","3,698.39","","-0.22%"
"2005-10-9","3,760.57","3,843.34","3,854.47","3,752.22","","-2.24%"
"2005-10-2","3,846.79","3,846.79","3,846.79","3,846.79","","0.00%"
"2005-9-25","3,846.79","3,825.79","3,852.80","3,773.63","","0.54%"
"2005-9-18","3,825.94","4,014.47","4,020.25","3,811.45","","-4.67%"
"2005-9-11","4,013.31","3,995.55","4,044.90","3,963.60","","0.53%"
"2005-9-4","3,992.32","4,014.55","4,034.86","3,938.65","","-0.56%"
"2005-8-28","4,014.79","3,978.11","4,024.83","3,905.65","","0.90%"
"2005-8-21","3,978.82","3,974.14","4,035.91","3,940.59","","-0.31%"
"2005-8-14","3,991.12","4,134.83","4,197.32","3,950.34","","-4.04%"
"2005-8-7","4,158.94","4,117.46","4,237.99","4,075.16","","1.09%"
"2005-7-31","4,113.96","4,000.55","4,114.30","3,984.03","","2.74%"
"2005-7-24","4,004.17","3,879.57","4,059.42","3,862.45","","3.06%"
"2005-7-17","3,885.38","3,773.31","3,916.50","3,757.98","","2.77%"
"2005-7-10","3,780.75","3,710.13","3,827.92","3,642.28","","2.94%"
"2005-7-3","3,672.68","3,754.54","3,781.70","3,663.03","","-2.69%"
"2005-6-26","3,774.25","3,907.86","3,966.35","3,761.02","","-2.80%"
"2005-6-19","3,882.85","3,828.41","3,928.94","3,796.63","","1.63%"
"2005-6-12","3,820.55","3,855.85","3,900.59","3,745.48","","-1.51%"
"2005-6-5","3,879.02","3,516.88","4,009.39","3,492.50","","10.06%"
"2005-5-29","3,524.47","3,664.88","3,727.72","3,470.56","","-4.06%"
"2005-5-22","3,673.79","3,838.69","3,838.69","3,667.21","","-4.14%"
"2005-5-15","3,832.63","3,878.85","3,892.89","3,761.64","","-1.46%"
"2005-5-8","3,889.59","4,152.95","4,159.84","3,848.96","","-6.71%"
"2005-4-24","4,169.27","4,137.79","4,184.83","4,082.63","","0.51%"
"2005-4-17","4,148.20","4,235.31","4,239.65","4,132.65","","-2.38%"
"2005-4-10","4,249.38","4,362.57","4,369.74","4,239.10","","-2.55%"
"2005-4-3","4,360.47","4,190.60","4,384.16","4,141.25","","3.02%"
"2005-3-27","4,232.53","4,118.77","4,288.48","4,019.78","","2.66%"
"2005-3-20","4,122.97","4,184.45","4,215.35","4,072.32","","-1.62%"
"2005-3-13","4,190.83","4,353.56","4,432.50","4,183.02","","-3.73%"
"2005-3-6","4,353.43","4,355.62","4,471.79","4,308.79","","0.05%"
"2005-2-27","4,351.19","4,436.48","4,440.72","4,308.66","","-1.96%"
"2005-2-20","4,438.38","4,318.97","4,493.75","4,318.97","","2.84%"
"2005-2-13","4,315.69","4,394.57","4,458.21","4,312.12","","-1.79%"
"2005-2-6","4,394.57","4,394.57","4,394.57","4,394.57","","0.00%"
"2005-1-30","4,394.57","4,102.26","4,419.35","4,075.07","","6.81%"
"2005-1-23","4,114.54","4,195.09","4,223.22","4,094.85","","-0.33%"
"2005-1-16","4,127.97","4,060.60","4,144.62","3,960.71","","0.72%"
"2005-1-9","4,098.41","4,072.96","4,178.71","4,052.33","","0.59%"
"2005-1-2","4,074.29","4,183.21","4,183.21","4,055.12","","-2.60%"
"2004-12-26","4,183.21","4,223.75","4,249.09","4,159.27","","-0.90%"
"2004-12-19","4,221.41","4,245.36","4,284.92","4,178.85","","-0.89%"
"2004-12-12","4,259.21","4,283.01","4,347.77","4,248.25","","-0.93%"
"2004-12-5","4,299.35","4,291.01","4,382.71","4,247.63","","0.34%"
"2004-11-28","4,284.77","4,377.14","4,381.52","4,257.23","","-2.24%"
"2004-11-21","4,382.96","4,468.44","4,474.97","4,358.38","","-1.94%"
"2004-11-14","4,469.57","4,409.38","4,471.61","4,390.21","","1.62%"
"2004-11-7","4,398.21","4,240.97","4,488.90","4,202.28","","3.59%"
"2004-10-31","4,245.84","4,323.96","4,371.44","4,227.57","","-1.92%"
"2004-10-24","4,328.94","4,447.58","4,479.31","4,261.84","","-1.75%"
"2004-10-17","4,406.23","4,399.03","4,484.55","4,298.22","","0.12%"
"2004-10-10","4,400.88","4,735.95","4,735.95","4,349.59","","-7.06%"
"2004-10-3","4,735.17","4,670.55","4,735.17","4,568.58","","1.38%"
"2004-9-26","4,670.55","4,843.57","4,877.02","4,647.22","","-2.19%"
"2004-9-19","4,774.95","4,687.08","4,978.95","4,620.35","","2.69%"
"2004-9-12","4,649.69","4,249.23","4,650.37","4,176.34","","9.22%"
"2004-9-5","4,257.14","4,370.97","4,375.82","4,192.87","","-2.69%"
"2004-8-29","4,374.88","4,390.48","4,511.96","4,323.43","","-0.63%"
"2004-8-22","4,402.81","4,505.84","4,505.84","4,387.43","","-2.48%"
"2004-8-15","4,514.58","4,507.73","4,588.32","4,476.26","","0.07%"
"2004-8-8","4,511.54","4,520.76","4,605.82","4,470.76","","-0.33%"
"2004-8-1","4,526.63","4,500.63","4,656.60","4,409.60","","0.11%"
"2004-7-25","4,521.48","4,605.49","4,610.68","4,476.15","","-1.93%"
"2004-7-18","4,610.57","4,788.58","4,823.01","4,543.13","","-3.72%"
"2004-7-11","4,788.95","4,644.66","4,800.89","4,541.28","","2.70%"
"2004-7-4","4,663.14","4,688.76","4,768.92","4,635.10","","-0.66%"
"2004-6-27","4,694.21","4,482.17","4,717.72","4,463.03","","4.29%"
"2004-6-20","4,501.08","4,576.17","4,652.85","4,494.35","","-2.23%"
"2004-6-13","4,603.55","4,732.64","4,844.99","4,541.36","","-2.95%"
"2004-6-6","4,743.64","4,914.96","4,914.96","4,707.54","","-3.68%"
"2004-5-30","4,924.97","4,962.72","5,059.57","4,904.17","","-0.79%"
"2004-5-23","4,964.02","4,935.98","5,005.51","4,823.24","","0.62%"
"2004-5-16","4,933.59","4,938.15","4,969.17","4,781.29","","-0.60%"
"2004-5-9","4,963.14","5,132.81","5,135.37","4,926.99","","-3.02%"
"2004-5-2","5,117.62","5,117.62","5,117.62","5,117.62","","0.00%"
"2004-4-25","5,117.62","5,176.58","5,234.33","5,041.29","","-1.24%"
"2004-4-18","5,181.81","5,403.45","5,407.61","5,174.24","","-4.16%"
"2004-4-11","5,406.90","5,543.85","5,561.74","5,306.45","","-3.02%"
"2004-4-4","5,575.27","5,817.06","5,819.68","5,555.60","","-4.07%"
"2004-3-28","5,811.68","5,745.20","5,817.07","5,633.14","","1.09%"
"2004-3-21","5,749.10","5,858.12","5,908.16","5,708.27","","-1.77%"
"2004-3-14","5,852.46","5,715.97","5,902.32","5,715.97","","2.50%"
"2004-3-7","5,709.83","5,554.40","5,727.84","5,488.67","","2.65%"
