"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013-11-17","7,424.74","7,239.32","7,565.63","7,239.32","","2.56%"
"2013-11-10","7,239.32","7,163.23","7,315.72","7,045.21","","1.06%"
"2013-11-3","7,163.23","7,435.17","7,504.13","7,155.45","","-3.66%"
"2013-10-27","7,435.17","7,224.05","7,460.15","7,169.16","","2.92%"
"2013-10-20","7,224.05","7,324.21","7,460.47","7,183.34","","-1.37%"
"2013-10-13","7,324.21","7,495.25","7,503.68","7,280.34","","-2.28%"
"2013-10-6","7,495.25","7,374.41","7,508.38","7,286.10","","1.64%"
"2013-9-29","7,374.41","7,361.00","7,419.51","7,343.92","","0.18%"
"2013-9-22","7,361.00","7,613.08","7,692.59","7,299.62","","-3.31%"
"2013-9-15","7,613.08","7,834.97","7,899.54","7,538.84","","-2.83%"
"2013-9-8","7,834.97","7,254.61","8,042.26","7,254.61","","8.00%"
"2013-9-1","7,254.61","7,119.37","7,273.11","7,064.53","","1.90%"
"2013-8-25","7,119.37","7,022.07","7,202.09","7,016.92","","1.39%"
"2013-8-18","7,022.07","7,129.14","7,298.40","6,920.43","","-1.50%"
"2013-8-11","7,129.14","6,932.69","7,591.38","6,932.69","","2.83%"
"2013-8-4","6,932.69","6,894.55","7,052.06","6,851.69","","0.55%"
"2013-7-28","6,894.55","6,816.02","6,998.05","6,634.66","","1.15%"
"2013-7-21","6,816.02","6,791.88","7,023.03","6,677.86","","0.36%"
"2013-7-14","6,791.88","7,117.36","7,306.33","6,771.65","","-4.57%"
"2013-7-7","7,117.36","6,919.98","7,403.38","6,747.46","","2.85%"
"2013-6-30","6,919.98","6,933.82","6,968.35","6,718.46","","-0.20%"
"2013-6-23","6,933.82","7,238.37","7,238.37","6,347.52","","-4.21%"
"2013-6-16","7,238.37","7,586.83","7,627.21","7,095.95","","-4.59%"
"2013-6-9","7,586.83","7,844.13","7,844.13","7,489.31","","-3.28%"
"2013-6-2","7,844.13","8,222.32","8,267.70","7,822.09","","-4.60%"
"2013-5-26","8,222.32","8,187.22","8,422.09","8,141.56","","0.43%"
"2013-5-19","8,187.22","8,242.18","8,399.79","8,124.85","","-0.67%"
"2013-5-12","8,242.18","8,152.74","8,267.86","7,908.04","","1.10%"
"2013-5-5","8,152.74","8,025.93","8,246.26","8,025.93","","1.58%"
"2013-4-28","8,025.93","7,885.55","8,137.06","7,813.12","","1.78%"
"2013-4-21","7,885.55","8,172.25","8,189.84","7,840.85","","-3.51%"
"2013-4-14","8,172.25","7,910.48","8,207.51","7,790.53","","3.31%"
"2013-4-7","7,910.48","8,010.26","8,065.09","7,805.87","","-1.25%"
"2013-3-31","8,010.26","8,000.42","8,090.93","7,937.12","","0.12%"
"2013-3-24","8,000.42","8,469.56","8,555.28","7,941.61","","-5.54%"
"2013-3-17","8,469.56","8,219.97","8,510.80","8,047.51","","3.04%"
"2013-3-10","8,219.97","8,496.00","8,498.76","8,093.77","","-3.25%"
"2013-3-3","8,496.00","8,741.71","8,741.71","8,195.77","","-2.81%"
"2013-2-24","8,741.71","8,438.27","8,824.26","8,353.56","","3.60%"
"2013-2-17","8,438.27","9,140.19","9,210.22","8,409.10","","-7.79%"
"2013-2-3","9,151.07","9,227.53","9,354.82","9,005.67","","-0.83%"
"2013-1-27","9,227.53","8,499.14","9,236.22","8,499.14","","8.57%"
"2013-1-20","8,499.14","8,452.08","8,845.26","8,384.21","","0.56%"
"2013-1-13","8,452.08","8,174.90","8,547.62","8,142.36","","3.39%"
"2013-1-6","8,174.90","8,400.41","8,488.34","8,137.24","","-2.68%"
"2012-12-30","8,400.41","8,157.43","8,527.20","8,157.43","","2.98%"
"2012-12-23","8,157.43","7,800.15","8,169.83","7,762.21","","4.58%"
"2012-12-16","7,800.15","7,757.38","7,939.74","7,742.06","","0.55%"
"2012-12-9","7,757.38","7,343.63","7,764.33","7,341.03","","5.63%"
"2012-12-2","7,343.63","6,956.32","7,355.34","6,867.25","","5.57%"
"2012-11-25","6,956.32","7,036.22","7,036.22","6,865.01","","-1.14%"
"2012-11-18","7,036.22","6,983.80","7,066.86","6,870.56","","0.75%"
"2012-11-11","6,983.80","7,163.56","7,204.55","6,942.13","","-2.51%"
"2012-11-4","7,163.56","7,330.74","7,367.66","7,146.83","","-2.28%"
"2012-10-28","7,330.74","7,148.74","7,341.93","7,066.14","","2.55%"
"2012-10-21","7,148.74","7,397.60","7,444.73","7,115.97","","-3.36%"
"2012-10-14","7,397.60","7,281.89","7,421.21","7,232.71","","1.59%"
"2012-10-7","7,281.89","7,275.19","7,364.84","7,152.36","","1.61%"
"2012-9-23","7,166.16","6,953.08","7,213.74","6,878.96","","3.06%"
"2012-9-16","6,953.08","7,295.57","7,295.57","6,917.23","","-4.69%"
"2012-9-9","7,295.57","7,336.59","7,381.06","7,215.17","","-0.56%"
"2012-9-2","7,336.59","7,037.48","7,414.83","6,953.17","","4.25%"
"2012-8-26","7,037.48","7,193.94","7,193.94","7,003.05","","-2.17%"
"2012-8-19","7,193.94","7,310.14","7,320.70","7,183.07","","-1.59%"
"2012-8-12","7,310.14","7,595.44","7,595.44","7,261.63","","-3.76%"
"2012-8-5","7,595.44","7,511.46","7,644.55","7,496.53","","1.12%"
"2012-7-29","7,511.46","7,453.93","7,569.85","7,426.54","","0.77%"
"2012-7-22","7,453.93","7,594.55","7,594.55","7,419.83","","-1.85%"
"2012-7-15","7,594.55","7,737.70","7,750.28","7,527.63","","-1.85%"
"2012-7-8","7,737.70","7,822.92","7,826.83","7,589.51","","-1.09%"
"2012-7-1","7,822.92","7,802.63","7,873.37","7,683.03","","0.26%"
"2012-6-24","7,802.63","7,876.91","7,876.91","7,655.98","","-0.94%"
"2012-6-17","7,876.91","8,021.33","8,094.17","7,848.53","","-1.80%"
"2012-6-10","8,021.33","7,854.89","8,054.16","7,837.19","","2.12%"
"2012-6-3","7,854.89","8,167.61","8,167.61","7,839.33","","-3.83%"
"2012-5-27","8,167.61","8,015.15","8,247.20","7,966.12","","1.90%"
"2012-5-20","8,015.15","8,038.05","8,225.61","7,994.42","","-0.28%"
"2012-5-13","8,038.05","8,229.32","8,286.17","8,015.47","","-2.32%"
"2012-5-6","8,229.32","8,514.93","8,514.93","8,223.78","","-3.35%"
"2012-4-29","8,514.93","8,299.77","8,518.13","8,299.77","","2.59%"
"2012-4-22","8,299.77","8,292.80","8,387.93","8,166.05","","0.08%"
"2012-4-15","8,292.80","8,128.30","8,295.94","7,995.56","","2.02%"
"2012-4-8","8,128.30","7,946.45","8,174.13","7,796.44","","2.29%"
"2012-4-1","7,946.45","7,787.88","7,953.41","7,732.94","","2.04%"
"2012-3-25","7,787.88","7,977.60","8,032.47","7,693.05","","-2.38%"
"2012-3-18","7,977.60","8,189.64","8,189.64","7,950.43","","-2.59%"
"2012-3-11","8,189.64","8,300.75","8,395.54","8,083.01","","-1.34%"
"2012-3-4","8,300.75","8,429.80","8,467.84","8,142.31","","-1.53%"
"2012-2-26","8,429.80","8,348.26","8,457.19","8,290.45","","0.98%"
"2012-2-19","8,348.26","8,073.58","8,349.49","8,035.11","","3.40%"
"2012-2-12","8,073.58","8,122.25","8,162.74","7,989.96","","-0.60%"
"2012-2-5","8,122.25","8,105.38","8,217.62","7,885.53","","0.21%"
"2012-1-29","8,105.38","8,101.83","8,143.35","7,821.88","","1.62%"
"2012-1-15","7,975.86","7,719.58","8,019.33","7,575.31","","3.32%"
"2012-1-8","7,719.58","7,421.52","7,881.34","7,373.37","","4.02%"
"2012-1-1","7,421.52","7,475.20","7,539.39","7,337.53","","-0.72%"
"2011-12-25","7,475.20","7,484.46","7,501.16","7,265.83","","-0.12%"
"2011-12-18","7,484.46","7,535.13","7,612.89","7,327.64","","-0.67%"
"2011-12-11","7,535.13","7,785.88","7,789.60","7,381.21","","-3.22%"
"2011-12-4","7,785.88","7,853.06","7,899.21","7,738.42","","-0.86%"
"2011-11-27","7,853.06","7,823.63","8,041.96","7,655.95","","0.38%"
"2011-11-20","7,823.63","7,928.19","7,965.51","7,801.87","","-1.32%"
"2011-11-13","7,928.19","8,205.33","8,382.60","7,911.90","","-3.38%"
"2011-11-6","8,205.33","8,446.11","8,446.11","8,177.80","","-2.85%"
"2011-10-30","8,446.11","8,348.03","8,501.82","8,160.70","","1.17%"
"2011-10-23","8,348.03","7,763.77","8,439.79","7,763.77","","7.53%"
"2011-10-16","7,763.77","8,043.18","8,160.78","7,693.08","","-3.47%"
"2011-10-9","8,043.18","7,762.35","8,079.25","7,666.77","","3.38%"
"2011-9-25","7,780.29","8,010.86","8,029.91","7,728.42","","-2.88%"
"2011-9-18","8,010.86","8,232.11","8,353.13","7,899.40","","-2.69%"
"2011-9-11","8,232.11","8,287.74","8,288.64","8,082.87","","-0.67%"
"2011-9-4","8,287.74","8,400.12","8,411.07","8,155.34","","-1.34%"
"2011-8-28","8,400.12","8,628.07","8,628.07","8,353.98","","-2.64%"
"2011-8-21","8,628.07","8,326.31","8,648.86","8,212.08","","3.62%"
"2011-8-14","8,326.31","8,467.65","8,674.16","8,268.49","","-1.67%"
"2011-8-7","8,467.65","8,527.20","8,527.20","8,025.84","","-0.70%"
"2011-7-31","8,527.20","8,810.24","8,848.83","8,499.91","","-3.21%"
"2011-7-24","8,810.24","9,072.92","9,072.92","8,695.54","","-2.90%"
"2011-7-17","9,072.92","9,257.81","9,272.79","9,048.40","","-2.00%"
"2011-7-10","9,257.81","9,290.26","9,294.98","9,083.21","","-0.35%"
"2011-7-3","9,290.26","9,160.89","9,394.66","9,160.89","","1.41%"
"2011-6-26","9,160.89","9,192.03","9,249.30","9,044.25","","-0.34%"
"2011-6-19","9,192.03","8,789.38","9,255.93","8,711.03","","4.58%"
"2011-6-12","8,789.38","8,932.86","9,063.37","8,784.43","","-1.61%"
"2011-6-5","8,932.86","9,043.88","9,091.17","8,845.77","","-1.23%"
"2011-5-29","9,043.88","9,034.09","9,195.38","8,897.23","","0.11%"
"2011-5-22","9,034.09","9,416.63","9,416.85","8,999.39","","-4.06%"
"2011-5-15","9,416.63","9,390.66","9,494.56","9,250.44","","0.28%"
"2011-5-8","9,390.66","9,398.72","9,480.30","9,258.18","","-0.09%"
"2011-5-1","9,398.72","9,707.64","9,742.07","9,331.69","","-3.18%"
"2011-4-24","9,707.64","9,846.77","9,871.41","9,575.09","","-1.41%"
"2011-4-17","9,846.77","10,086.61","10,141.80","9,802.33","","-2.38%"
"2011-4-10","10,086.61","9,997.09","10,146.69","9,854.17","","0.90%"
"2011-4-3","9,997.09","9,746.12","10,010.41","9,746.12","","2.58%"
"2011-3-27","9,746.12","9,650.14","9,774.29","9,537.46","","0.99%"
"2011-3-20","9,650.14","9,406.32","9,685.98","9,349.56","","2.59%"
"2011-3-13","9,406.32","9,534.88","9,570.45","9,264.94","","-1.35%"
"2011-3-6","9,534.88","9,676.48","9,914.86","9,508.64","","-1.46%"
"2011-2-27","9,676.48","9,346.35","9,688.48","9,289.82","","3.53%"
"2011-2-20","9,346.35","9,482.10","9,583.09","9,217.84","","-1.43%"
"2011-2-13","9,482.10","9,263.52","9,679.82","9,259.40","","2.36%"
"2011-2-6","9,263.52","9,194.95","9,293.84","9,055.69","","0.92%"
"2011-1-30","9,179.16","9,179.16","9,179.16","9,179.16","","0.73%"
"2011-1-23","9,112.77","9,002.51","9,158.44","8,901.95","","1.22%"
"2011-1-16","9,002.51","9,260.11","9,260.11","8,843.64","","-2.78%"
"2011-1-9","9,260.11","9,325.79","9,395.13","9,134.72","","-0.70%"
"2011-1-2","9,325.79","9,198.48","9,447.81","9,139.69","","1.38%"
"2010-12-26","9,198.48","9,391.64","9,531.43","8,970.96","","-2.06%"
"2010-12-19","9,391.64","9,481.16","9,587.67","9,194.57","","-0.94%"
"2010-12-12","9,481.16","9,458.04","9,747.55","9,443.13","","0.24%"
"2010-12-5","9,458.04","9,428.25","9,637.70","9,296.15","","0.32%"
"2010-11-28","9,428.25","9,469.46","9,505.23","9,140.56","","-0.44%"
"2010-11-21","9,469.46","9,524.99","9,582.74","9,191.41","","-0.58%"
"2010-11-14","9,524.99","9,889.34","9,954.08","9,252.51","","-3.68%"
"2010-11-7","9,889.34","10,581.86","10,661.62","9,870.77","","-6.54%"
"2010-10-31","10,581.86","10,235.73","10,695.05","10,235.73","","3.38%"
"2010-10-24","10,235.73","10,436.82","10,775.70","10,184.84","","-1.93%"
"2010-10-17","10,436.82","10,443.04","10,827.42","10,317.50","","-0.06%"
"2010-10-10","10,443.04","9,337.46","10,448.32","9,337.46","","11.84%"
"2010-10-3","9,337.46","8,994.55","9,374.58","8,994.55","","5.93%"
"2010-9-26","8,814.83","8,827.90","8,912.97","8,770.26","","-0.15%"
"2010-9-19","8,827.90","8,774.42","8,868.30","8,715.41","","0.61%"
"2010-9-12","8,774.42","9,040.95","9,154.01","8,711.89","","-2.95%"
"2010-9-5","9,040.95","9,118.01","9,361.12","8,949.26","","-0.85%"
"2010-8-29","9,118.01","9,027.69","9,199.58","8,989.90","","1.00%"
"2010-8-22","9,027.69","9,189.52","9,270.28","8,959.33","","-1.76%"
"2010-8-15","9,189.52","9,023.99","9,358.24","8,975.66","","1.83%"
"2010-8-8","9,023.99","9,231.25","9,287.08","8,882.52","","-2.25%"
"2010-8-1","9,231.25","9,252.64","9,420.47","9,033.40","","-0.23%"
"2010-7-25","9,252.64","9,080.22","9,320.30","9,007.05","","1.90%"
"2010-7-18","9,080.22","8,610.82","9,125.78","8,520.06","","5.45%"
"2010-7-11","8,610.82","8,728.80","8,851.64","8,501.43","","-1.35%"
"2010-7-4","8,728.80","8,440.21","8,785.32","8,273.27","","3.42%"
"2010-6-27","8,440.21","8,900.66","8,978.81","8,251.87","","-5.17%"
"2010-6-20","8,900.66","8,678.93","9,014.38","8,678.93","","2.55%"
"2010-6-13","8,678.93","8,741.54","8,824.30","8,655.22","","-0.72%"
"2010-6-6","8,741.54","8,806.41","8,880.51","8,488.68","","-0.74%"
"2010-5-30","8,806.41","9,161.50","9,167.19","8,706.23","","-3.88%"
"2010-5-23","9,161.50","9,026.51","9,375.71","8,942.76","","1.50%"
"2010-5-16","9,026.51","9,356.62","9,356.62","8,686.36","","-3.53%"
"2010-5-9","9,356.62","9,143.36","9,499.42","9,003.00","","2.33%"
"2010-5-2","9,143.36","9,976.83","9,976.83","9,043.79","","-8.35%"
"2010-4-25","9,976.83","10,157.42","10,196.62","9,754.69","","-1.78%"
"2010-4-18","10,157.42","10,859.87","10,859.87","10,079.54","","-6.47%"
"2010-4-11","10,859.87","10,980.01","11,069.81","10,752.29","","-1.09%"
"2010-4-4","10,980.01","11,137.94","11,244.92","10,831.54","","-1.42%"
"2010-3-28","11,137.94","10,752.12","11,180.49","10,752.12","","3.59%"
"2010-3-21","10,752.12","10,848.33","10,932.56","10,577.82","","-0.89%"
"2010-3-14","10,848.33","10,672.09","10,874.70","10,461.80","","1.65%"
"2010-3-7","10,672.09","10,659.86","10,883.42","10,640.93","","0.11%"
"2010-2-28","10,659.86","10,683.93","10,919.49","10,611.35","","-0.23%"
"2010-2-21","10,683.93","10,749.16","10,770.95","10,328.03","","0.33%"
"2010-2-7","10,649.25","10,447.96","10,705.58","10,366.16","","1.93%"
"2010-1-31","10,447.96","10,527.09","10,717.03","10,263.44","","-0.75%"
"2010-1-24","10,527.09","11,121.22","11,181.16","10,470.26","","-5.34%"
"2010-1-17","11,121.22","11,369.56","11,478.26","10,832.51","","-2.18%"
"2010-1-10","11,369.56","11,564.92","12,080.58","11,166.53","","-1.69%"
"2010-1-3","11,564.92","12,024.53","12,104.53","11,396.64","","-3.82%"
"2009-12-27","12,024.53","11,369.31","12,065.10","11,369.31","","5.76%"
"2009-12-20","11,369.31","11,432.65","11,496.61","11,031.42","","-0.55%"
"2009-12-13","11,432.65","11,890.78","12,164.54","11,404.82","","-3.85%"
"2009-12-6","11,890.78","12,210.86","12,295.45","11,797.69","","-2.62%"
"2009-11-29","12,210.86","11,274.02","12,215.31","11,274.02","","8.31%"
"2009-11-22","11,274.02","12,146.73","12,307.69","11,232.44","","-7.18%"
"2009-11-15","12,146.73","11,882.75","12,344.34","11,882.75","","2.22%"
"2009-11-8","11,882.75","11,820.40","12,002.58","11,651.56","","0.53%"
"2009-11-1","11,820.40","11,149.68","11,929.97","10,868.92","","6.02%"
"2009-10-25","11,149.68","11,659.06","11,743.82","10,997.47","","-4.37%"
"2009-10-18","11,659.06","11,091.75","11,735.50","11,048.49","","5.11%"
"2009-10-11","11,091.75","10,869.77","11,287.58","10,768.41","","2.04%"
"2009-10-4","10,869.77","10,344.08","10,869.77","10,344.08","","6.16%"
"2009-9-27","10,238.72","10,460.65","10,544.91","10,087.45","","-2.12%"
"2009-9-20","10,460.65","10,823.89","10,890.61","10,196.45","","-3.36%"
"2009-9-13","10,823.89","11,096.73","11,326.78","10,737.84","","-2.46%"
"2009-9-6","11,096.73","10,561.99","11,137.40","10,454.47","","5.06%"
"2009-8-30","10,561.99","10,290.75","10,680.78","9,556.23","","2.64%"
"2009-8-23","10,290.75","11,141.21","11,223.68","10,227.05","","-7.63%"
"2009-8-16","11,141.21","11,561.55","11,561.55","10,384.43","","-3.64%"
"2009-8-9","11,561.55","12,305.65","12,473.57","11,494.40","","-6.05%"
"2009-8-2","12,305.65","13,093.08","13,271.76","12,256.44","","-6.01%"
"2009-7-26","13,093.08","12,747.53","13,153.84","12,025.05","","2.71%"
"2009-7-19","12,747.53","12,184.95","12,811.82","12,137.25","","4.62%"
"2009-7-12","12,184.95","11,828.72","12,329.50","11,589.58","","3.01%"
"2009-7-5","11,828.72","11,774.74","12,025.62","11,434.37","","0.46%"
"2009-6-28","11,774.74","10,952.15","11,775.21","10,934.34","","7.51%"
"2009-6-21","10,952.15","10,813.63","11,081.57","10,651.26","","1.28%"
"2009-6-14","10,813.63","10,106.41","10,844.48","10,093.06","","7.00%"
"2009-6-7","10,106.41","10,090.01","10,397.51","10,017.45","","0.11%"
"2009-5-31","10,095.47","9,451.64","10,238.75","9,451.64","","8.38%"
"2009-5-24","9,314.70","9,056.18","9,348.85","9,039.06","","1.01%"
"2009-5-17","9,221.27","9,437.30","9,655.81","9,137.67","","-2.89%"
"2009-5-10","9,495.48","9,561.19","9,761.68","9,268.96","","0.25%"
"2009-5-3","9,471.45","8,903.49","9,496.47","8,888.89","","6.74%"
"2009-4-26","8,873.76","8,665.79","8,936.09","8,426.66","","2.28%"
"2009-4-19","8,676.30","8,937.24","9,160.57","8,635.21","","-3.08%"
"2009-4-12","8,951.97","8,943.43","9,128.83","8,883.92","","1.10%"
"2009-4-5","8,854.85","8,869.51","8,967.72","8,448.74","","-0.05%"
"2009-3-29","8,859.24","8,538.59","8,986.24","8,291.35","","3.86%"
"2009-3-22","8,529.85","8,105.50","8,621.72","8,086.82","","5.34%"
"2009-3-15","8,097.49","7,630.93","8,196.81","7,553.66","","5.72%"
"2009-3-8","7,659.68","7,933.95","8,057.58","7,472.49","","-2.66%"
"2009-3-1","7,869.01","7,410.84","8,042.58","7,233.02","","5.67%"
"2009-2-22","7,447.03","7,924.49","8,209.69","7,386.44","","-6.73%"
"2009-2-15","7,984.39","8,397.38","8,612.76","7,773.07","","-4.10%"
"2009-2-8","8,325.76","8,057.76","8,338.27","7,853.56","","4.82%"
"2009-2-1","7,943.14","7,287.49","7,953.85","7,179.11","","9.37%"
"2009-1-18","7,262.48","7,151.14","7,367.04","7,097.18","","2.90%"
"2009-1-11","7,057.54","6,809.63","7,220.07","6,667.15","","3.15%"
"2009-1-4","6,842.10","6,678.34","7,073.79","6,634.66","","4.56%"
"2008-12-28","6,543.81","6,617.99","6,676.23","6,504.57","","-1.60%"
"2008-12-21","6,649.96","7,310.78","7,310.99","6,577.71","","-9.04%"
"2008-12-14","7,311.19","7,128.93","7,418.48","6,867.06","","4.21%"
"2008-12-7","7,015.80","7,292.06","7,542.79","6,944.92","","-2.43%"
"2008-11-30","7,190.44","6,595.62","7,325.60","6,488.84","","8.72%"
"2008-11-23","6,613.73","6,900.44","7,149.78","6,558.11","","-4.63%"
"2008-11-16","6,935.05","7,095.76","7,293.39","6,611.42","","-2.97%"
"2008-11-9","7,147.31","6,426.10","7,159.78","6,426.10","","14.10%"
"2008-11-2","6,264.11","6,010.21","6,408.10","5,933.22","","3.17%"
"2008-10-26","6,071.86","6,250.60","6,305.80","5,734.17","","-4.92%"
"2008-10-19","6,386.19","6,720.88","7,067.66","6,363.54","","-5.33%"
"2008-10-12","6,745.92","6,872.49","7,583.46","6,658.20","","-2.31%"
"2008-10-5","6,905.30","8,181.77","8,181.77","6,792.35","","-15.83%"
"2008-9-21","8,203.54","8,172.83","8,352.91","7,555.83","","8.88%"
"2008-9-14","7,534.70","7,666.47","7,666.47","6,577.37","","-3.77%"
"2008-9-7","7,829.54","8,279.12","8,313.44","7,769.85","","-4.98%"
"2008-8-31","8,239.68","9,005.48","9,024.04","8,191.21","","-9.50%"
"2008-8-24","9,104.67","8,979.15","9,201.37","8,755.74","","1.66%"
"2008-8-17","8,955.90","9,087.28","9,465.39","8,514.49","","-1.33%"
"2008-8-10","9,077.07","9,540.94","9,603.15","8,857.81","","-5.17%"
"2008-8-3","9,571.70","10,145.52","10,222.31","9,514.91","","-6.53%"
"2008-7-27","10,239.95","10,581.61","10,748.02","9,886.44","","-2.57%"
"2008-7-20","10,510.14","9,995.83","10,689.41","9,962.88","","4.12%"
"2008-7-13","10,094.18","10,482.12","10,738.94","9,659.53","","-4.65%"
"2008-7-6","10,586.78","9,819.44","10,932.93","9,819.44","","7.91%"
"2008-6-29","9,810.91","10,251.32","10,438.97","9,400.45","","-5.46%"
"2008-6-22","10,378.05","10,442.17","11,072.39","10,292.73","","-2.81%"
"2008-6-15","10,678.38","10,947.38","11,202.69","10,111.48","","-2.23%"
"2008-6-8","10,921.59","12,196.09","12,212.84","10,906.86","","-14.42%"
"2008-6-1","12,761.55","13,116.15","13,312.56","12,690.82","","-3.00%"
"2008-5-25","13,155.87","13,164.18","13,394.04","12,751.46","","-1.00%"
"2008-5-18","13,288.66","14,161.56","14,190.95","13,036.83","","-6.49%"
"2008-5-11","14,211.21","13,837.37","14,543.44","13,646.19","","0.52%"
"2008-5-4","14,137.72","15,152.82","15,200.10","13,904.19","","-5.44%"
"2008-4-27","14,951.37","14,127.28","15,006.57","13,936.69","","4.00%"
"2008-4-20","14,375.88","13,048.56","14,823.06","11,773.30","","18.79%"
"2008-4-13","12,102.43","13,686.22","13,723.93","11,992.09","","-13.54%"
"2008-4-6","13,997.59","13,716.55","14,725.71","13,409.02","","1.05%"
"2008-3-30","13,852.11","13,629.32","14,011.31","13,038.92","","-1.77%"
"2008-3-23","14,101.05","14,702.05","14,749.86","13,132.81","","-3.04%"
"2008-3-16","14,543.56","14,588.11","14,740.40","13,295.04","","-0.92%"
"2008-3-9","14,678.13","16,146.77","16,146.77","14,392.09","","-9.81%"
"2008-3-2","16,274.94","16,478.75","17,068.04","15,835.78","","-1.96%"
"2008-2-24","16,600.79","16,627.16","16,707.40","15,676.01","","-0.31%"
"2008-2-17","16,652.00","17,754.82","18,352.92","16,519.32","","-4.99%"
"2008-2-10","17,526.12","17,804.62","17,997.44","17,267.26","","-4.20%"
"2008-2-3","18,294.47","17,318.77","18,306.95","17,318.77","","8.56%"
"2008-1-27","16,851.63","18,374.98","18,374.98","16,264.77","","-9.28%"
"2008-1-20","18,574.95","20,121.31","20,155.59","17,418.55","","-7.57%"
"2008-1-13","20,096.36","21,766.73","21,829.47","19,590.51","","-7.16%"
"2008-1-6","21,646.99","20,626.96","21,646.99","20,527.16","","4.89%"
"2007-12-30","20,636.95","20,463.58","20,698.58","19,901.06","","0.94%"
"2007-12-23","20,444.89","19,918.66","20,699.31","19,840.84","","3.45%"
"2007-12-16","19,763.05","19,482.82","19,847.17","18,572.35","","1.20%"
"2007-12-9","19,528.43","19,913.80","20,693.81","18,890.55","","-3.74%"
"2007-12-2","20,287.28","18,960.60","20,308.56","18,844.26","","6.29%"
"2007-11-25","19,085.94","19,802.45","19,884.73","18,533.35","","-1.98%"
"2007-11-18","19,472.15","20,438.16","20,667.84","18,909.65","","-4.62%"
"2007-11-11","20,415.64","19,913.47","21,124.27","19,513.04","","-0.18%"
"2007-11-4","20,453.32","22,266.26","22,440.51","20,148.70","","-8.78%"
"2007-10-28","22,421.93","22,167.26","23,272.48","22,167.26","","1.78%"
"2007-10-21","22,029.84","21,898.27","22,756.05","21,505.44","","-0.81%"
"2007-10-14","22,208.63","22,807.37","23,588.62","22,027.89","","-2.25%"
"2007-10-7","22,719.96","21,798.63","22,947.67","21,512.89","","9.91%"
"2007-9-23","20,672.07","20,720.33","21,046.89","20,360.68","","-0.14%"
"2007-9-16","20,700.25","20,555.56","20,985.14","20,292.49","","0.67%"
"2007-9-9","20,562.61","19,895.32","20,622.69","19,329.83","","1.85%"
"2007-9-2","20,188.87","20,492.42","20,819.33","20,002.82","","-0.88%"
"2007-8-26","20,369.13","20,356.04","20,647.72","19,943.41","","0.56%"
"2007-8-19","20,255.10","18,432.02","20,349.79","18,405.54","","13.37%"
"2007-8-12","17,866.65","18,535.25","19,088.39","17,825.41","","-3.60%"
"2007-8-5","18,533.89","17,824.74","18,723.24","17,661.54","","4.86%"
"2007-7-29","17,674.09","16,311.67","17,674.09","16,279.80","","8.22%"
"2007-7-22","16,332.35","15,586.71","16,562.16","15,586.71","","6.14%"
"2007-7-15","15,387.33","14,608.39","15,396.07","14,032.62","","5.46%"
"2007-7-8","14,590.46","14,090.10","14,676.78","14,005.58","","4.38%"
"2007-7-1","13,978.22","14,126.21","14,437.10","13,243.49","","-1.38%"
"2007-6-24","14,173.63","14,814.40","15,035.57","14,023.14","","-3.88%"
"2007-6-17","14,745.84","14,917.32","15,313.38","14,486.33","","0.58%"
"2007-6-10","14,661.15","14,011.35","14,848.31","13,947.41","","5.51%"
"2007-6-3","13,896.09","14,162.84","14,210.51","12,147.91","","-1.34%"
"2007-5-27","14,085.29","14,405.12","14,791.87","13,246.08","","-1.10%"
"2007-5-20","14,242.16","13,401.43","14,335.57","13,377.18","","2.77%"
"2007-5-13","13,858.31","13,652.43","14,170.40","13,266.46","","0.15%"
"2007-5-6","13,837.82","13,577.15","13,979.13","13,330.77","","6.64%"
"2007-4-22","12,975.94","12,559.72","13,160.35","12,539.51","","4.23%"
"2007-4-15","12,449.45","12,485.11","12,900.86","11,668.05","","-0.13%"
"2007-4-8","12,465.17","11,792.22","12,604.07","11,792.22","","5.90%"
"2007-4-1","11,770.30","11,306.26","11,827.73","11,306.26","","4.65%"
"2007-3-25","11,247.64","10,870.10","11,539.41","10,709.29","","3.64%"
"2007-3-18","10,852.95","10,156.24","10,984.51","10,126.52","","4.51%"
"2007-3-11","10,384.72","10,584.10","10,593.32","10,208.83","","-1.86%"
"2007-3-4","10,581.58","10,146.91","10,706.42","9,744.18","","3.80%"
"2007-2-25","10,194.18","11,040.39","11,095.79","9,833.65","","-8.29%"
"2007-2-11","11,115.44","9,934.33","11,139.07","9,922.63","","11.78%"
"2007-2-4","9,943.72","9,701.87","10,102.74","9,076.41","","1.75%"
"2007-1-28","9,772.91","11,000.36","11,273.17","9,732.30","","-10.50%"
"2007-1-21","10,919.62","10,300.65","11,026.67","10,261.59","","7.15%"
"2007-1-14","10,191.42","9,574.77","10,496.23","9,574.77","","6.22%"
"2007-1-7","9,594.81","9,168.77","10,043.87","9,097.90","","4.44%"
"2006-12-31","9,187.16","9,403.71","9,831.19","9,113.58","","-0.22%"
"2006-12-24","9,207.45","8,219.12","9,279.96","8,219.12","","12.30%"
"2006-12-17","8,199.20","8,103.95","8,473.00","8,103.95","","1.46%"
"2006-12-10","8,081.38","7,326.18","8,081.38","7,326.18","","9.90%"
